"","id","name","steward","source","length","description","part_of"
"984",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"985",2806,"Alex Sisson Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"986",2612,"Moose Track Trail","NPS","NPS",1.4,"TestDescription",NA
"987",2617,"Lake Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"988",2620,"Airstrip Loop","NPS","NPS",1.4,"TestDescription",NA
"989",2621,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"990",2623,"Viewpoint Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"991",2627,"Moose Ridge Loop","NPS","NPS",1.4,"TestDescription",NA
"992",2631,"Alex Sisson Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"993",2644,"Inner Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"994",2645,"Moose Ridge Loop","NPS","NPS",1.4,"TestDescription",NA
"995",2646,"Mize Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"996",2650,"Moose Ridge Loop","NPS","NPS",1.4,"TestDescription",NA
"997",2651,"Moose Ridge Loop","NPS","NPS",1.4,"TestDescription",NA
"998",2664,"Lake Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"999",2665,"2.5 Km Loop","NPS","NPS",1.4,"TestDescription",NA
"1000",2677,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"1001",2680,"4.5km Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"1002",2681,"2.5 Km Loop","NPS","NPS",1.4,"TestDescription",NA
"1003",2687,"Eight Mile Trail","NPS","NPS",1.4,"TestDescription",NA
"1004",2689,"Coyote Trail","NPS","NPS",1.4,"TestDescription",NA
"1005",2699,"Inner Lake Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1006",2703,"Inner Lake Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1007",2704,"Lake Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1008",2709,"Inner Lake Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1009",2732,"Coyote Trail","NPS","NPS",1.4,"TestDescription",NA
"1010",2736,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"1011",2738,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"1012",2741,"Mize Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1013",2743,"Homecoming/poleline","NPS","NPS",1.4,"TestDescription",NA
"1014",2744,"Inner Lake Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1015",2745,"Mize Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1016",2746,"Mize Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1017",2752,"Elliots Climb","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1018",2754,"Elliots Climb","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1019",2755,"Mize Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1020",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"1021",4733,"So Baldy Traverse","NPS","NPS",1.4,"TestDescription",NA
"1022",2900,"Chalet Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1023",3028,"Andrew Lekisch Trail","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1024",3030,"Eight Mile Trail","NPS","NPS",1.4,"TestDescription",NA
"1025",3178,"Lekisch Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1026",3431,"Multi-use To Bivouc","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1027",3432,"Spencer Loop","NPS","NPS",1.4,"TestDescription",NA
"1028",3434,"Abbott Trail","NPS","NPS",1.4,"TestDescription","Abbott Trail"
"1029",4447,"Upper Moen","NPS","NPS",1.4,"TestDescription",NA
"1030",4285,"Whaley Sch. Trail","NPS","NPS",1.4,"TestDescription",NA
"1031",4358,"Moose Track Trail","NPS","NPS",1.4,"TestDescription",NA
"1032",4359,"2.5 Km Loop","NPS","NPS",1.4,"TestDescription",NA
"1033",4360,"Mize Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1034",4361,"2.5 Km Loop","NPS","NPS",1.4,"TestDescription",NA
"1035",4362,"Airstrip Loop","NPS","NPS",1.4,"TestDescription",NA
"1036",5007,"Lakeside Loop","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1037",5008,"Lakeside Loop","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1038",5012,"Spruce Loop","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1039",5013,"Spruce Loop","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1040",5014,"Spruce Loop","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1041",5015,"Spruce Loop","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1042",3037,"Inner Lake Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1043",3038,"Chalet Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1044",3040,"S Turns","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1045",3043,"Chalet Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1046",-1,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1047",3055,"The Football","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1048",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"1049",3081,"S Turns","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1050",3082,"Andrew Lekisch Trail","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1051",4252,"Moose Meadow Trail","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1052",-1,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1053",0,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1054",0,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1055",3149,"Old 3.9","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1056",3150,"Compression","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1057",3155,"Old Six","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1058",3156,"Junkyard Hill","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1059",3159,"Ice Box","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1060",2952,"Chalet Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1061",2954,"Dark Alley","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1062",3733,"Wolverine Peak","NPS","NPS",1.4,"TestDescription",NA
"1063",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"1064",2025,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1065",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1066",2136,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"1067",0,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1068",0,"Old Rondy Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1069",3957,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1070",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1071",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1072",3430,"Multi-use To Bivouc","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1073",3467,"Short Cut","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1074",3468,"Short Cut","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1075",3475,"Richter Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1076",3480,"Richter Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1077",3485,"Spencer Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1078",3486,"Spencer Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1079",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1080",3500,"Spencer Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1081",3501,"Homestead Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1082",3506,"Hillside Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1083",3508,"Hillside Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1084",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1085",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1086",3518,"Hillside Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1087",3520,"Spencer Loop","NPS","NPS",1.4,"TestDescription",NA
"1088",3521,"Randys Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1089",3526,"Grass Trail","NPS","NPS",1.4,"TestDescription",NA
"1090",3084,"Coyote Trail","NPS","NPS",1.4,"TestDescription",NA
"1091",3085,"Biathalon Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1092",3088,"Andrew Lekisch Trail","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1093",3090,"Chalet Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1094",3093,"Andrew Lekisch Trail","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1095",3096,"Lekisch Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1096",3100,"Chalet Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1097",3102,"Andrew Lekisch Trail","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1098",3103,"Andrew Lekisch Trail","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1099",3980,"Old Seward Hwy. Trail","NPS","NPS",1.4,"TestDescription",NA
"1100",3107,"Viewpoint Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1101",3109,"Horseshoe Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1102",3110,"Old 3.9","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1103",3114,"Viewpoint Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1104",3115,"Coyote Trail","NPS","NPS",1.4,"TestDescription",NA
"1105",3120,"Biathalon Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1106",3121,"Horseshoe Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1107",4611,"Glenn Hwy. Trail","NPS","NPS",1.4,"TestDescription",NA
"1108",3125,"Biathalon Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1109",3127,"Viewpoint Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1110",0,"RABBIT CREEK PARK TRAIL","NPS","NPS",1.4,"TestDescription",NA
"1111",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1112",3681,"Abbott Trail","NPS","NPS",1.4,"TestDescription","Abbott Trail"
"1113",-5,"Glenn Hwy Trail","NPS","NPS",1.4,"TestDescription","Glenn Hwy Trail"
"1114",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1115",3134,"Biathalon Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1116",3137,"Near Point","NPS","NPS",1.4,"TestDescription",NA
"1117",4536,"Old Seward Hwy. Trail","NPS","NPS",1.4,"TestDescription",NA
"1118",1994,"Alyeska Highway Trail","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1119",3225,"Andrew Lekisch Trail","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1120",3266,"Lekisch Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1121",3296,"Spencer Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1122",3297,"Lekisch Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1123",3299,"Spencer Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1124",3302,"Lekisch Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1125",3312,"Four Corners Connector Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1126",1392,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1127",531,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1128",3325,"Spencer Short Cut","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1129",3334,"Spencer Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1130",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1131",3357,"Ice Box","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1132",936,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1133",4084,"Gasline To Rabbit Cr Rd","NPS","NPS",1.4,"TestDescription",NA
"1134",4086,"Southpark Lp","NPS","NPS",1.4,"TestDescription",NA
"1135",4088,"Southpark Lp","NPS","NPS",1.4,"TestDescription",NA
"1136",4089,"Little Rabbit Creek","NPS","NPS",1.4,"TestDescription",NA
"1137",4090,"Little Rabbit Creek","NPS","NPS",1.4,"TestDescription",NA
"1138",4091,"Little Rabbit Creek","NPS","NPS",1.4,"TestDescription",NA
"1139",4092,"Terrace Wood Connection","NPS","NPS",1.4,"TestDescription",NA
"1140",4093,"Cobblestone Hill Rd","NPS","NPS",1.4,"TestDescription",NA
"1141",4094,"Southpark Lp","NPS","NPS",1.4,"TestDescription",NA
"1142",4097,"View Rock Trail","NPS","NPS",1.4,"TestDescription",NA
"1143",4104,"View Rock Trail","NPS","NPS",1.4,"TestDescription",NA
"1144",4105,"After Dinner Tr","NPS","NPS",1.4,"TestDescription",NA
"1145",4106,"View Rock Trail","NPS","NPS",1.4,"TestDescription",NA
"1146",4108,"Snow Bear Path","NPS","NPS",1.4,"TestDescription",NA
"1147",4111,"E 172nd Trail","NPS","NPS",1.4,"TestDescription",NA
"1148",4119,"X Hmstd Rd","NPS","NPS",1.4,"TestDescription",NA
"1149",4120,"Margeurite Hills","NPS","NPS",1.4,"TestDescription",NA
"1150",4121,"Payne Path","NPS","NPS",1.4,"TestDescription",NA
"1151",4122,"X Hmstd Rd","NPS","NPS",1.4,"TestDescription",NA
"1152",4808,"RC Meadow 5","NPS","NPS",1.4,"TestDescription",NA
"1153",4912,"Blueberry Hollow","NPS","NPS",1.4,"TestDescription",NA
"1154",4913,"Blueberry Hollow","NPS","NPS",1.4,"TestDescription",NA
"1155",2520,"Alex Sisson Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1156",2520,"Alex Sisson Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1157",2883,"Alex Sisson Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1158",2883,"Alex Sisson Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1159",4993,"Southwest","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1160",4995,"along lake to south","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1161",4164,"Lower Moen Hmstd","NPS","NPS",1.4,"TestDescription",NA
"1162",4165,"Old Hwy Trail","NPS","NPS",1.4,"TestDescription",NA
"1163",4166,"East Rib To Mchugh Cr","NPS","NPS",1.4,"TestDescription",NA
"1164",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"1165",4170,"East Rib To Mchugh Cr","NPS","NPS",1.4,"TestDescription",NA
"1166",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"1167",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"1168",4175,"Potter Interp. Trail","NPS","NPS",1.4,"TestDescription",NA
"1169",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"1170",4182,"Potter Interp. Trail","NPS","NPS",1.4,"TestDescription",NA
"1171",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"1172",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"1173",4186,"So Potter Ridge","NPS","NPS",1.4,"TestDescription",NA
"1174",4188,"Potter Mchugh Ridge","NPS","NPS",1.4,"TestDescription",NA
"1175",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"1176",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"1177",3532,"Grass Trail","NPS","NPS",1.4,"TestDescription",NA
"1178",3533,"Grass Trail","NPS","NPS",1.4,"TestDescription",NA
"1179",3545,"Bog Trail","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1180",3606,"Powerline/near Point","NPS","NPS",1.4,"TestDescription","Powerline"
"1181",1980,"Powerline/near Point","NPS","NPS",1.4,"TestDescription","Powerline"
"1182",1982,"Powerline/near Point","NPS","NPS",1.4,"TestDescription","Powerline"
"1183",3996,"Powerline/gasline","NPS","NPS",1.4,"TestDescription","Powerline"
"1184",3931,"Powerline/gasline","NPS","NPS",1.4,"TestDescription","Powerline"
"1185",3455,"Powerline/near Point","NPS","NPS",1.4,"TestDescription","Powerline"
"1186",3623,"Powerline/near Point","NPS","NPS",1.4,"TestDescription","Powerline"
"1187",3320,"Powerline/near Point","NPS","NPS",1.4,"TestDescription","Powerline"
"1188",3473,"Powerline/near Point","NPS","NPS",1.4,"TestDescription","Powerline"
"1189",3920,"Powerline/near Point","NPS","NPS",1.4,"TestDescription","Powerline"
"1190",3663,"Powerline/near Point","NPS","NPS",1.4,"TestDescription","Powerline"
"1191",3955,"Powerline/gasline","NPS","NPS",1.4,"TestDescription","Powerline"
"1192",4008,"Powerline/gasline","NPS","NPS",1.4,"TestDescription","Powerline"
"1193",4115,"Powerline/gasline","NPS","NPS",1.4,"TestDescription","Powerline"
"1194",4528,"Powerline/near Point","NPS","NPS",1.4,"TestDescription","Powerline"
"1195",3993,"Powerline/near Point","NPS","NPS",1.4,"TestDescription","Powerline"
"1196",3887,"South Fork Rim","NPS","NPS",1.4,"TestDescription",NA
"1197",3984,"Powerline/gasline","NPS","NPS",1.4,"TestDescription","Powerline"
"1198",4339,"Powerline/near Point","NPS","NPS",1.4,"TestDescription","Powerline"
"1199",4015,"Powerline/gasline","NPS","NPS",1.4,"TestDescription","Powerline"
"1200",3670,"Powerline/near Point","NPS","NPS",1.4,"TestDescription","Powerline"
"1201",4002,"Powerline/near Point","NPS","NPS",1.4,"TestDescription","Powerline"
"1202",4003,"Powerline/gasline","NPS","NPS",1.4,"TestDescription","Powerline"
"1203",3897,"South Fork Rim","NPS","NPS",1.4,"TestDescription",NA
"1204",3898,"Denali View","NPS","NPS",1.4,"TestDescription",NA
"1205",3899,"South Fork Rim","NPS","NPS",1.4,"TestDescription",NA
"1206",3900,"Alder Trail","NPS","NPS",1.4,"TestDescription",NA
"1207",3901,"South Fork Rim","NPS","NPS",1.4,"TestDescription",NA
"1208",3902,"Alder Trail","NPS","NPS",1.4,"TestDescription",NA
"1209",4771,"Powerline/near Point","NPS","NPS",1.4,"TestDescription","Powerline"
"1210",0,"Cuddy Family Midtown Park Loop","NPS","NPS",1.4,"TestDescription","Cuddy Family Midtown Park"
"1211",3906,"Alder Trail","NPS","NPS",1.4,"TestDescription",NA
"1212",3546,"Bog Trail","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1213",0,"Cuddy Family Midtown Park Loop","NPS","NPS",1.4,"TestDescription","Cuddy Family Midtown Park"
"1214",3549,"Hillside Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1215",0,"Cuddy Family Midtown Park Loop","NPS","NPS",1.4,"TestDescription","Cuddy Family Midtown Park"
"1216",0,"Cuddy Family Midtown Park Loop","NPS","NPS",1.4,"TestDescription","Cuddy Family Midtown Park"
"1217",0,"Cuddy Family Midtown Park Loop","NPS","NPS",1.4,"TestDescription","Cuddy Family Midtown Park"
"1218",0,"Cuddy Family Midtown Park Loop","NPS","NPS",1.4,"TestDescription","Cuddy Family Midtown Park"
"1219",0,"Cuddy Family Midtown Park Loop","NPS","NPS",1.4,"TestDescription","Cuddy Family Midtown Park"
"1220",0,"Cuddy Family Midtown Park Loop","NPS","NPS",1.4,"TestDescription","Cuddy Family Midtown Park"
"1221",0,"Cuddy Family Midtown Park Loop","NPS","NPS",1.4,"TestDescription","Cuddy Family Midtown Park"
"1222",3685,"Abbott Trail","NPS","NPS",1.4,"TestDescription","Abbott Trail"
"1223",0,"Cuddy Family Midtown Park Loop","NPS","NPS",1.4,"TestDescription","Cuddy Family Midtown Park"
"1224",0,"Cuddy Family Midtown Park Loop","NPS","NPS",1.4,"TestDescription","Cuddy Family Midtown Park"
"1225",0,"Cuddy Family Midtown Park Loop","NPS","NPS",1.4,"TestDescription","Cuddy Family Midtown Park"
"1226",0,"Cuddy Family Midtown Park Loop","NPS","NPS",1.4,"TestDescription","Cuddy Family Midtown Park"
"1227",0,"Cuddy Family Midtown Park Loop","NPS","NPS",1.4,"TestDescription","Cuddy Family Midtown Park"
"1228",0,"Cuddy Family Midtown Park Loop","NPS","NPS",1.4,"TestDescription","Cuddy Family Midtown Park"
"1229",0,"Cuddy Family Midtown Park Loop","NPS","NPS",1.4,"TestDescription","Cuddy Family Midtown Park"
"1230",3698,"Abbott Trail","NPS","NPS",1.4,"TestDescription",NA
"1231",3701,"Abbott Trail","NPS","NPS",1.4,"TestDescription","Abbott Trail"
"1232",0,"Cuddy Family Midtown Park Loop","NPS","NPS",1.4,"TestDescription","Cuddy Family Midtown Park"
"1233",0,"Cuddy Family Midtown Park Loop","NPS","NPS",1.4,"TestDescription","Cuddy Family Midtown Park"
"1234",0,"Cuddy Family Midtown Park Loop","NPS","NPS",1.4,"TestDescription","Cuddy Family Midtown Park"
"1235",3706,"Abbott Trail","NPS","NPS",1.4,"TestDescription","Abbott Trail"
"1236",4963,"Main","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1237",2873,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1238",3918,"Denali View","NPS","NPS",1.4,"TestDescription",NA
"1239",3922,"South Fork Rim","NPS","NPS",1.4,"TestDescription",NA
"1240",3942,"Tikishla Park Trail","NPS","NPS",1.4,"TestDescription",NA
"1241",3630,"Hillside Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1242",3632,"Hillside Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1243",3634,"Junior Nordic Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1244",3635,"Grass Trail","NPS","NPS",1.4,"TestDescription",NA
"1245",3791,"Panorama View","NPS","NPS",1.4,"TestDescription",NA
"1246",4565,"Virgin Creek Trail System","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1247",3641,"The Burn Lighted Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1248",3642,"Junior Nordic Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1249",3643,"Hillside Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1250",3647,"The Burn Lighted Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1251",3655,"Abbott Trail","NPS","NPS",1.4,"TestDescription","Abbott Trail"
"1252",3657,"Junior Nordic Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1253",3658,"Abbott Trail","NPS","NPS",1.4,"TestDescription",NA
"1254",3662,"Abbott Trail","NPS","NPS",1.4,"TestDescription","Abbott Trail"
"1255",3666,"Hillside Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1256",3669,"South Fork Rim","NPS","NPS",1.4,"TestDescription",NA
"1257",3673,"Abbott Trail","NPS","NPS",1.4,"TestDescription","Abbott Trail"
"1258",4237,"Winner Creek Trail","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1259",4238,"California Creek Trail","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1260",4239,"Winner Creek Trail","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1261",4241,"Moose Meadow Trail","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1262",4242,"Athabascan Physics Trail","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1263",4243,"Iditarod Trail","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1264",4244,"Tiny Creek Trails","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1265",4245,"Tiny Creek Trails","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1266",4246,"Athabascan Physics Trail","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1267",4249,"California Creek Trail","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1268",4250,"Preliminary Iditarod Realignment (2002)","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1269",4253,"Tiny Creek Trails","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1270",4254,"Winner Creek Trail","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1271",4262,"Preliminary Iditarod Realignment (2002)","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1272",4265,"Alyeska Basin Subdivision Trails","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1273",4266,"Beaver Pond Trail","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1274",4267,"Virgin Creek Trail System","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1275",4036,"RC Meadow 3","NPS","NPS",1.4,"TestDescription",NA
"1276",4038,"RC Meadow 3","NPS","NPS",1.4,"TestDescription",NA
"1277",4042,"RC Meadow 3","NPS","NPS",1.4,"TestDescription",NA
"1278",4070,"Mud Bog Trail","NPS","NPS",1.4,"TestDescription",NA
"1279",4071,"Connect","NPS","NPS",1.4,"TestDescription",NA
"1280",4074,"Mud Bog Trail","NPS","NPS",1.4,"TestDescription",NA
"1281",4079,"Sec 36 Hmstd Rd","NPS","NPS",1.4,"TestDescription",NA
"1282",4080,"School","NPS","NPS",1.4,"TestDescription",NA
"1283",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1284",4693,"Nordic Trail","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1285",4696,"Mud Bog Trail","NPS","NPS",1.4,"TestDescription",NA
"1286",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1287",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1288",3251,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1289",4804,"14 Mile Loop","NPS","NPS",1.4,"TestDescription",NA
"1290",3329,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1291",3696,"Hillside Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
